Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4088375,,0,495.93,1,5.61,19f,C[C@@H]1C(C(F)(F)F)=NN(c2ccc(OC3CCN(c4ccc(Cl)cc4)CC3)cc2)[C@H]1CC(=O)O,EC50,'=',6270,nM,5.2,,,UO_0000065,10.49,0.21,-0.41,7.96,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4063627,,0,462.47,0,4.35,19x,C[C@@H]1C(C(F)(F)F)=NN(c2ccc(OC3CCN(c4ccccn4)CC3)cc2)[C@H]1CC(=O)O,EC50,'=',2610,nM,5.58,,,UO_0000065,12.07,0.23,1.23,7.13,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL598935,,0,317.34,0,3.51,1,O=C1NC(=O)C(Cc2ccc(Oc3ccc(F)cc3)cc2)S1,EC50,'=',474,nM,6.32,,,UO_0000065,,,,,FALSE,CHEMBL1780399,Agonist activity at human GPR40 expressed in CHO cells assessed as intracellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3308072,
CHEMBL1777868,,0,307.31,0,2.72,14,CC#CC(CC(=O)O)c1ccc(Oc2nccnc2C#N)cc1,EC50,'=',1578,nM,5.8,,,UO_0000065,,,,,FALSE,CHEMBL1780399,Agonist activity at human GPR40 expressed in CHO cells assessed as intracellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3308072,
CHEMBL1777873,,0,272.34,0,3.59,18,CC#CC(CC(=O)O)c1ccc(OC2CCCC2)cc1,EC50,'=',114,nM,6.94,,,UO_0000065,,,,,FALSE,CHEMBL1780399,Agonist activity at human GPR40 expressed in CHO cells assessed as intracellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3308072,
CHEMBL1777876,,0,455.33,0,4.84,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4168048,,0,414.5,1,6.09,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4164618,,0,428.53,1,6.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4162778,,0,483.52,1,6.18,16,COc1ccc(F)c(-c2ccc(C3CCc4ccc([C@H](C5CC5)[C@H](C)C(=O)[O-])cc4O3)nc2)c1.[Na+],EC50,'=',3.1,nM,8.51,,,UO_0000065,,,,,FALSE,CHEMBL4151258,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation measured after 60 mins by HTRF assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145665,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4164618,,0,428.53,1,6.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4159022,,0,466.51,1,5.43,32,COc1cc(-c2ccc(C3CCc4ccc([C@H](C5CC5)[C@H](C)C(=O)[O-])cc4O3)nc2)ccn1.[Na+],EC50,'=',838,nM,6.08,,,UO_0000065,,,,,FALSE,CHEMBL4151259,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation measured after 60 mins in presence of 100% human serum by HTRF assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145665,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4160527,,0,501.51,1,6.32,26,COc1cc(-c2ccc(C3CCc4ccc([C@H](C5CC5)[C@H](C)C(=O)[O-])cc4O3)c(F)c2)c(F)cn1.[Na+],EC50,'=',36,nM,7.44,,,UO_0000065,,,,,FALSE,CHEMBL4151259,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation measured after 60 mins in presence of 100% human serum by HTRF assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145665,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4166625,,0,465.53,1,6.04,23,COc1cc(-c2ccc(C3CCc4ccc([C@H](C5CC5)[C@H](C)C(=O)[O-])cc4O3)cc2)ccn1.[Na+],EC50,'=',521,nM,6.28,,,UO_0000065,,,,,FALSE,CHEMBL4151259,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation measured after 60 mins in presence of 100% human serum by HTRF assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145665,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4162778,,0,483.52,1,6.18,16,COc1ccc(F)c(-c2ccc(C3CCc4ccc([C@H](C5CC5)[C@H](C)C(=O)[O-])cc4O3)nc2)c1.[Na+],EC50,'=',247,nM,6.61,,,UO_0000065,,,,,FALSE,CHEMBL4151259,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation measured after 60 mins in presence of 100% human serum by HTRF assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145665,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4284723,,0,346.35,0,3.62,8,O=C(O)CC1COc2cc(OCCCOc3ccccc3F)ccc21,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4292598,,0,342.39,0,3.79,6,Cc1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,EC50,'=',3590,nM,5.45,,,UO_0000065,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4284280,,0,328.36,0,3.49,4,O=C(O)CC1COc2cc(OCCCOc3ccccc3)ccc21,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL3753362,,0,474.99,1,6.54,13p,Cc1cc(Cl)ccc1-c1cccc(COc2ccc([C@H](CC(=O)O)c3nccn3C)cc2)c1C,EC50,'=',23000,nM,4.64,,,UO_0000065,9.76,0.19,-1.9,7.21,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3752601,,0,440.54,1,5.89,13j,Cc1cccc(C)c1-c1cccc(COc2ccc([C@H](CC(=O)O)c3nccn3C)cc2)c1,EC50,'=',29000,nM,4.54,,,UO_0000065,10.3,0.19,-1.35,7.05,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3754670,,0,442.52,1,5.28,13e,COc1ccc(-c2cccc(COc3ccc([C@H](CC(=O)O)c4nccn4C)cc3)c2)cc1,EC50,'=',440,nM,6.36,,,UO_0000065,14.36,0.26,1.08,8.64,FALSE,CHEMBL3755626,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 0.01% human serum albumin,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3909872,,0,402.8,1,5.77,1,Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3874980,Agonist activity at human GPR40 assessed as induction of IP1 accumulation,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3872283,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL3891920,,0,389.39,0,4.98,13,O=C(O)CC1CCC2(CC1)CCN(c1cc(OC(F)(F)F)ccc1F)CC2,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3874985,Agonist activity at human GPR40 expressed in HEK293 cells assessed as induction of IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3872283,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL3937916,,0,391.94,1,5.31,19,CC1(C)Cc2cc(Cl)cc(N3CCC4(CCC(CC(=O)O)CC4)CC3)c2O1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3874985,Agonist activity at human GPR40 expressed in HEK293 cells assessed as induction of IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3872283,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL3954140,,0,356.39,0,4.35,22,O=C(O)CC1CCC2(CC1)CCN(c1cc(C(F)(F)F)ccn1)CC2,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3874985,Agonist activity at human GPR40 expressed in HEK293 cells assessed as induction of IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3872283,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL4202429,,0,522.63,2,8.48,16,CC[C@H](CC(=O)O)c1cc(F)cc(OCc2ccc(-c3cc(OC)ccc3F)c([C@@H]3CCCC3(C)C)c2)c1,EC50,'=',90,nM,7.05,,,UO_0000065,,,,,FALSE,CHEMBL4199942,Agonist activity at GPR40 (unknown origin) expressed in CHO cells incubated for 2 hrs measured over 20 secs in presence of human serum albumin by aequorin based luminescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4196127,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4103729,,0,380.27,1,5.02,(S)-7,O=C(O)C[C@@H]1CCCN1c1ccc(OCc2ccc(Cl)cc2Cl)cc1,EC50,'=',340,nM,6.47,,,UO_0000065,17.01,0.35,1.45,13,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4085805,,0,366.24,0,4.63,(R)-23,O=C(O)C[C@H]1CCN1c1ccc(OCc2ccc(Cl)cc2Cl)cc1,EC50,'=',13000,nM,4.89,,,UO_0000065,13.34,0.28,0.26,9.82,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4067052,,0,315.34,0,4.06,39,O=C(O)C[C@@H]1CCCN1c1ccc(Oc2ccccc2F)cc1,EC50,'=',150,nM,6.82,,,UO_0000065,21.64,0.41,2.76,13.71,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4061093,,0,323.44,0,4.28,52,Cc1ccccc1Cc1ccc(N2C[C@@H](C)C[C@H]2CC(=O)O)cc1,EC50,'=',140,nM,6.85,,,UO_0000065,21.19,0.39,2.57,16.91,FALSE,CHEMBL4053223,Agonist activity at human GPR40 expressed in CHO-A12 cells assessed as increase in intracellular calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052594,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4127761,,0,367.43,0,3.01,15d,O=C1NC(=O)C(Cc2ccc(OCCn3cnc4ccccc43)cc2)S1,EC50,'=',4310,nM,5.37,,,UO_0000065,,,,,FALSE,CHEMBL4121277,Transactivation of recombinant human FFAR1 expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium flux measured after 20 secs for 100 secs by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118117,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL488385,,0,280.32,0,2.6,13,O=C(O)CCc1ccc(C#Cc2cccc(CO)c2)cc1,EC50,'=',891.25,nM,6.05,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL487570,,0,274.32,0,3.08,17,C#Cc1cccc(C#Cc2ccc(CCC(=O)O)cc2)c1,EC50,'=',154.88,nM,6.81,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL3616665,,0,349.31,0,2.32,27,COc1ccc(OCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3619606,Agonist activity at human FFA1 expressed in CHO cells assessed as induction of receptor activation by measuring Ca2+influx incubated for by FLIPR method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616472,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3931296,,0,419.55,1,5.2,1b,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CNCc3ccsc3)c2)cc1,EC50,'=',118.3,nM,6.93,,,UO_0000065,16.51,0.32,1.73,11.83,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3957744,,0,463.6,0,4.9,2b,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CN(CCO)Cc3ccsc3)c2)cc1,EC50,'=',12,nM,7.92,,,UO_0000065,17.09,0.33,3.02,11.32,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3918387,,0,511.67,2,5.26,2q,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CN(Cc3ccsc3)S(=O)(=O)CC)c2)cc1,EC50,'=',7,nM,8.15,,,UO_0000065,15.94,0.32,2.89,9.72,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3930086,,0,961.32,1,6.32,5,CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2cccc(CN(Cc3ccsc3)C(C)C)c2)cc1.CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2cccc(CN(Cc3ccsc3)C(C)C)c2)cc1.[Ca+2],EC50,'=',10.5,nM,7.98,,,UO_0000065,17.28,0.33,1.66,16.03,FALSE,CHEMBL3865603,Agonist activity at human GPR40 expressed in HEK293 cells assessed as induction of IP1 formation after 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3909773,,0,404.87,1,5.64,12,O=C(O)CC[C@H]1CCc2cc(-c3cc(OC4CCC4)cc(Cl)c3F)ccc2O1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3872144,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871307,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL3952043,,0,431.46,0,4.01,19,COc1cc(O[C@H]2C[C@H](OC)C2)nc(-c2ccc3c(c2)CC[C@H](CCC(=O)O)O3)c1F,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3872144,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in IP1 accumulation after 60 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871307,1,Scientific Literature,ACS Med Chem Lett,2017,CHEMBL3307715,
CHEMBL3906447,,0,530.11,1,5.22,4c,Cl.O=C(O)CCc1ccc(OCc2ccc(CN3CCC4(CC3)CC(OCC3CC3)CCO4)cc2)cc1,EC50,'>',20000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3864366,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as induction of Ca2+ flux by fluo-8 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864132,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308072,
CHEMBL3934450,,0,378.42,1,5.4,16,COc1cccc(Oc2cccc(-c3ccc(OCCCC(=O)O)cc3)c2)c1,EC50,'=',6311,nM,5.2,,,UO_0000065,13.74,0.25,-0.2,8,FALSE,CHEMBL3868262,Agonist activity at human GPR40 measured after 60 mins by IP1-HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867472,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3938783,,0,383.83,1,5.44,18,O=C(O)CCCOc1ccc(-c2cc(Oc3cccnc3)ccc2Cl)cc1,EC50,'>',9950,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3868262,Agonist activity at human GPR40 measured after 60 mins by IP1-HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867472,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3920591,,0,350.41,1,5.36,41,Cc1cc(OC2CCC2)cc(-c2ccc3oc(CCC(=O)O)cc3c2)c1,EC50,'=',2959,nM,5.53,,,UO_0000065,15.78,0.29,0.17,9.27,FALSE,CHEMBL3868262,Agonist activity at human GPR40 measured after 60 mins by IP1-HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867472,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3928769,,0,515.61,2,6.75,31,Cc1cc(OC[C@H]2COC(C)(C)O2)cc(C)c1-c1cccc(COc2ccc(-c3cc(O)no3)cc2)c1C,EC50,'<',300,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3868447,Agonist activity at human GPR40 expressed in CHO cells coexpressing NFAT BLA assessed as increase in intracellular Ca2+ flux by fluo-4-AM dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867481,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3308072,
CHEMBL3944424,,0,529.52,2,7.01,27,CC(c1cc(C(F)(F)F)ccc1C(F)(F)F)N1CC(COc2cccc([C@H](C3CC3)[C@H](C)C(=O)O)c2)C1,EC50,'=',0.3,nM,9.52,,,UO_0000065,17.98,0.35,2.51,19.13,FALSE,CHEMBL3868447,Agonist activity at human GPR40 expressed in CHO cells coexpressing NFAT BLA assessed as increase in intracellular Ca2+ flux by fluo-4-AM dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867481,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3308072,
CHEMBL611065,,0,299.35,0,3.37,9月7日,O=C1NC(=O)C(Cc2ccc(Oc3ccccc3)cc2)S1,EC50,'=',307,nM,6.51,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL599280,,0,327.41,0,3.99,9月22日,Cc1ccc(Oc2ccc(CC3SC(=O)NC3=O)cc2)c(C)c1,EC50,'=',121,nM,6.92,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL609034,,0,327.41,0,3.99,9月23日,Cc1ccc(C)c(Oc2ccc(CC3SC(=O)NC3=O)cc2)c1,EC50,'=',238,nM,6.62,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
